,soil_type,Seedling Stage,MOI,temp,humidity,result
13860,Red Soil,Vegetative Growth / Root or Tuber Development,14,40,35.0,1
13861,Red Soil,Vegetative Growth / Root or Tuber Development,15,41,32.0,1
13862,Red Soil,Vegetative Growth / Root or Tuber Development,16,42,29.0,1
13863,Red Soil,Vegetative Growth / Root or Tuber Development,17,43,26.0,1
13864,Red Soil,Vegetative Growth / Root or Tuber Development,18,44,23.0,1
13865,Red Soil,Vegetative Growth / Root or Tuber Development,19,45,20.0,1
13866,Red Soil,Vegetative Growth / Root or Tuber Development,20,46,17.0,1
13867,Red Soil,Vegetative Growth / Root or Tuber Development,21,25,80.0,1
13868,Red Soil,Vegetative Growth / Root or Tuber Development,22,26,77.5,1
13869,Red Soil,Vegetative Growth / Root or Tuber Development,23,27,75.0,1
13870,Red Soil,Vegetative Growth / Root or Tuber Development,24,28,72.5,1
13871,Red Soil,Vegetative Growth / Root or Tuber Development,25,29,70.0,1
13872,Red Soil,Vegetative Growth / Root or Tuber Development,26,30,67.5,1
13873,Red Soil,Vegetative Growth / Root or Tuber Development,27,31,65.0,1
13874,Red Soil,Vegetative Growth / Root or Tuber Development,28,32,62.5,1
13875,Red Soil,Vegetative Growth / Root or Tuber Development,29,33,60.0,1
13876,Red Soil,Vegetative Growth / Root or Tuber Development,30,34,57.5,1
13877,Red Soil,Vegetative Growth / Root or Tuber Development,31,35,55.0,1
13878,Red Soil,Vegetative Growth / Root or Tuber Development,32,36,52.5,1
13879,Red Soil,Vegetative Growth / Root or Tuber Development,33,37,50.0,1
13880,Red Soil,Vegetative Growth / Root or Tuber Development,34,38,47.5,1
13881,Red Soil,Vegetative Growth / Root or Tuber Development,35,39,45.0,1
13882,Red Soil,Vegetative Growth / Root or Tuber Development,36,40,42.5,1
13883,Red Soil,Vegetative Growth / Root or Tuber Development,37,41,40.0,1
13884,Red Soil,Vegetative Growth / Root or Tuber Development,38,42,37.5,1
13885,Red Soil,Vegetative Growth / Root or Tuber Development,39,43,35.0,1
13886,Red Soil,Vegetative Growth / Root or Tuber Development,40,44,32.5,1
13887,Red Soil,Vegetative Growth / Root or Tuber Development,41,45,30.0,1
13888,Red Soil,Vegetative Growth / Root or Tuber Development,42,46,27.5,1
13889,Red Soil,Vegetative Growth / Root or Tuber Development,43,25,80.0,1
13890,Red Soil,Vegetative Growth / Root or Tuber Development,44,26,77.3,1
13891,Red Soil,Vegetative Growth / Root or Tuber Development,45,27,74.6,1
13892,Red Soil,Vegetative Growth / Root or Tuber Development,46,28,71.9,1
13893,Red Soil,Vegetative Growth / Root or Tuber Development,47,29,69.2,1
13894,Red Soil,Vegetative Growth / Root or Tuber Development,48,30,66.5,1
13895,Red Soil,Vegetative Growth / Root or Tuber Development,49,31,63.8,1
13896,Red Soil,Vegetative Growth / Root or Tuber Development,50,32,61.1,1
13897,Red Soil,Vegetative Growth / Root or Tuber Development,51,33,58.4,1
13898,Red Soil,Vegetative Growth / Root or Tuber Development,52,34,55.7,1
13899,Red Soil,Vegetative Growth / Root or Tuber Development,53,35,53.0,1
13900,Red Soil,Vegetative Growth / Root or Tuber Development,54,36,50.3,1
13901,Red Soil,Vegetative Growth / Root or Tuber Development,55,37,47.6,1
13902,Red Soil,Vegetative Growth / Root or Tuber Development,56,38,44.9,1
13903,Red Soil,Vegetative Growth / Root or Tuber Development,57,39,42.2,1
13904,Red Soil,Vegetative Growth / Root or Tuber Development,58,40,39.5,1
13905,Red Soil,Vegetative Growth / Root or Tuber Development,59,41,36.8,1
13906,Red Soil,Vegetative Growth / Root or Tuber Development,60,42,34.1,1
13907,Red Soil,Vegetative Growth / Root or Tuber Development,61,43,31.4,1
13908,Red Soil,Vegetative Growth / Root or Tuber Development,62,44,28.7,1
13909,Red Soil,Vegetative Growth / Root or Tuber Development,63,45,26.0,1
13910,Red Soil,Vegetative Growth / Root or Tuber Development,64,46,23.3,1
13911,Red Soil,Vegetative Growth / Root or Tuber Development,65,25,80.0,1
13912,Red Soil,Vegetative Growth / Root or Tuber Development,66,26,77.0,1
13913,Red Soil,Vegetative Growth / Root or Tuber Development,67,27,74.0,1
13914,Red Soil,Vegetative Growth / Root or Tuber Development,68,28,71.0,1
13915,Red Soil,Vegetative Growth / Root or Tuber Development,69,29,68.0,1
13916,Red Soil,Vegetative Growth / Root or Tuber Development,70,30,65.0,1
13917,Red Soil,Vegetative Growth / Root or Tuber Development,71,31,62.0,1
13918,Red Soil,Vegetative Growth / Root or Tuber Development,72,32,59.0,1
13919,Red Soil,Vegetative Growth / Root or Tuber Development,73,33,56.0,1
13920,Red Soil,Vegetative Growth / Root or Tuber Development,74,34,53.0,1
13921,Red Soil,Vegetative Growth / Root or Tuber Development,75,35,50.0,1
13922,Red Soil,Vegetative Growth / Root or Tuber Development,76,36,47.0,1
13923,Red Soil,Vegetative Growth / Root or Tuber Development,77,37,44.0,1
13924,Red Soil,Vegetative Growth / Root or Tuber Development,78,38,41.0,1
13925,Red Soil,Vegetative Growth / Root or Tuber Development,79,39,38.0,1
13937,Red Soil,Vegetative Growth / Root or Tuber Development,91,29,68.0,0
13938,Red Soil,Vegetative Growth / Root or Tuber Development,92,30,65.0,0
13939,Red Soil,Vegetative Growth / Root or Tuber Development,93,31,62.0,0
13940,Red Soil,Vegetative Growth / Root or Tuber Development,94,32,59.0,0
13941,Red Soil,Vegetative Growth / Root or Tuber Development,95,33,56.0,0
13942,Red Soil,Vegetative Growth / Root or Tuber Development,96,34,53.0,0
13943,Red Soil,Vegetative Growth / Root or Tuber Development,97,35,50.0,0
13944,Red Soil,Vegetative Growth / Root or Tuber Development,98,36,47.0,0
13945,Red Soil,Vegetative Growth / Root or Tuber Development,99,37,44.0,0
13946,Red Soil,Vegetative Growth / Root or Tuber Development,100,38,41.0,0
13947,Red Soil,Flowering,1,39,38.0,1
13948,Red Soil,Flowering,2,40,35.0,1
13949,Red Soil,Flowering,3,41,32.0,1
13950,Red Soil,Flowering,4,42,29.0,1
13951,Red Soil,Flowering,5,43,26.0,1
13952,Red Soil,Flowering,6,44,23.0,1
13953,Red Soil,Flowering,7,45,20.0,1
13954,Red Soil,Flowering,8,46,17.0,1
13955,Red Soil,Flowering,9,25,80.0,1
13956,Red Soil,Flowering,10,26,77.0,1
13957,Red Soil,Flowering,11,27,74.0,1
13958,Red Soil,Flowering,12,28,71.0,1
13959,Red Soil,Flowering,13,29,68.0,1
13960,Red Soil,Flowering,14,30,65.0,1
13961,Red Soil,Flowering,15,31,62.0,1
13962,Red Soil,Flowering,16,32,59.0,1
13963,Red Soil,Flowering,17,33,56.0,1
13964,Red Soil,Flowering,18,34,53.0,1
13965,Red Soil,Flowering,19,35,50.0,1
13966,Red Soil,Flowering,20,36,47.0,1
13967,Red Soil,Flowering,21,37,44.0,1
13968,Red Soil,Flowering,22,38,41.0,1
13969,Red Soil,Flowering,23,39,38.0,1
13970,Red Soil,Flowering,24,40,35.0,1
13971,Red Soil,Flowering,25,41,32.0,1
13972,Red Soil,Flowering,26,42,29.0,1
13973,Red Soil,Flowering,27,43,26.0,1
13974,Red Soil,Flowering,28,44,23.0,1
13975,Red Soil,Flowering,29,45,20.0,1
13976,Red Soil,Flowering,30,46,17.0,1
13977,Red Soil,Flowering,31,25,80.0,1
13978,Red Soil,Flowering,32,26,77.0,1
13979,Red Soil,Flowering,33,27,74.0,1
13980,Red Soil,Flowering,34,28,71.0,1
13981,Red Soil,Flowering,35,29,68.0,1
13982,Red Soil,Flowering,36,30,65.0,1
13983,Red Soil,Flowering,37,31,62.0,1
13984,Red Soil,Flowering,38,32,59.0,1
13985,Red Soil,Flowering,39,33,56.0,1
13986,Red Soil,Flowering,40,34,53.0,1
13987,Red Soil,Flowering,41,35,50.0,1
13988,Red Soil,Flowering,42,36,47.0,1
13989,Red Soil,Flowering,43,37,44.0,1
13990,Red Soil,Flowering,44,38,41.0,1
13991,Red Soil,Flowering,45,39,38.0,1
13992,Red Soil,Flowering,46,40,35.0,1
13993,Red Soil,Flowering,47,41,32.0,1
13994,Red Soil,Flowering,48,42,29.0,1
13995,Red Soil,Flowering,49,43,26.0,1
13996,Red Soil,Flowering,50,44,23.0,1
13997,Red Soil,Flowering,51,45,20.0,1
13998,Red Soil,Flowering,52,46,17.0,1
13999,Red Soil,Flowering,53,25,80.0,1
14000,Red Soil,Flowering,54,26,77.0,1
14001,Red Soil,Flowering,55,27,74.0,1
14002,Red Soil,Flowering,56,28,71.0,1
14003,Red Soil,Flowering,57,29,68.0,1
14004,Red Soil,Flowering,58,30,65.0,1
14005,Red Soil,Flowering,59,31,62.0,1
14006,Red Soil,Flowering,60,32,59.0,1
14007,Red Soil,Flowering,61,33,56.0,1
14008,Red Soil,Flowering,62,34,53.0,1
14009,Red Soil,Flowering,63,35,50.0,1
14010,Red Soil,Flowering,64,36,47.0,1
14011,Red Soil,Flowering,65,37,44.0,1
14012,Red Soil,Flowering,66,38,41.0,1
14013,Red Soil,Flowering,67,39,38.0,1
14014,Red Soil,Flowering,68,40,35.0,1
14015,Red Soil,Flowering,69,41,32.0,1
14016,Red Soil,Flowering,70,42,29.0,1
14017,Red Soil,Flowering,71,43,26.0,1
14018,Red Soil,Flowering,72,44,23.0,1
14019,Red Soil,Flowering,73,45,20.0,1
14020,Red Soil,Flowering,74,46,17.0,1
14021,Red Soil,Flowering,75,25,80.0,1
14022,Red Soil,Flowering,76,26,77.0,1
14023,Red Soil,Flowering,77,27,74.0,1
14024,Red Soil,Flowering,78,28,71.0,1
14025,Red Soil,Flowering,79,29,68.0,1
14026,Red Soil,Flowering,80,30,65.0,1
14037,Red Soil,Flowering,91,41,32.0,0
14038,Red Soil,Flowering,92,42,29.0,0
14039,Red Soil,Flowering,93,43,26.0,0
14040,Red Soil,Flowering,94,44,23.0,0
14041,Red Soil,Flowering,95,45,20.0,0
14042,Red Soil,Flowering,96,46,17.0,0
14043,Red Soil,Flowering,97,25,81.0,0
14044,Red Soil,Flowering,98,26,79.0,0
14045,Red Soil,Flowering,99,27,76.0,0
14046,Red Soil,Flowering,100,28,73.0,0
14047,Sandy Soil,Germination,1,25,80.0,1
14048,Sandy Soil,Germination,2,26,77.0,1
14049,Sandy Soil,Germination,3,27,74.0,1
14050,Sandy Soil,Germination,4,28,71.0,1
14051,Sandy Soil,Germination,5,29,68.0,1
14052,Sandy Soil,Germination,6,30,65.0,1
14053,Sandy Soil,Germination,7,31,62.0,1
14054,Sandy Soil,Germination,8,32,59.0,1
14055,Sandy Soil,Germination,9,33,56.0,1
14056,Sandy Soil,Germination,10,34,53.0,1
14057,Sandy Soil,Germination,11,35,50.0,1
14058,Sandy Soil,Germination,12,36,47.0,1
14059,Sandy Soil,Germination,13,37,44.0,1
14060,Sandy Soil,Germination,14,38,41.0,1
14061,Sandy Soil,Germination,15,39,38.0,1
14062,Sandy Soil,Germination,16,40,35.0,1
14063,Sandy Soil,Germination,17,41,32.0,1
14064,Sandy Soil,Germination,18,42,29.0,1
14065,Sandy Soil,Germination,19,43,26.0,1
14066,Sandy Soil,Germination,20,44,23.0,1
14067,Sandy Soil,Germination,21,45,20.0,1
14068,Sandy Soil,Germination,22,46,17.0,1
14069,Sandy Soil,Germination,23,25,80.0,1
14070,Sandy Soil,Germination,24,26,77.5,1
14071,Sandy Soil,Germination,25,27,75.0,1
14072,Sandy Soil,Germination,26,28,72.5,1
14073,Sandy Soil,Germination,27,29,70.0,1
14074,Sandy Soil,Germination,28,30,67.5,1
14075,Sandy Soil,Germination,29,31,65.0,1
14076,Sandy Soil,Germination,30,32,62.5,1
14077,Sandy Soil,Germination,31,33,60.0,1
14078,Sandy Soil,Germination,32,34,57.5,1
14079,Sandy Soil,Germination,33,35,55.0,1
14080,Sandy Soil,Germination,34,36,52.5,1
14081,Sandy Soil,Germination,35,37,50.0,1
14082,Sandy Soil,Germination,36,38,47.5,1
14083,Sandy Soil,Germination,37,39,45.0,1
14084,Sandy Soil,Germination,38,40,42.5,1
14085,Sandy Soil,Germination,39,41,40.0,1
14086,Sandy Soil,Germination,40,42,37.5,1
14087,Sandy Soil,Germination,41,43,35.0,1
14088,Sandy Soil,Germination,42,44,32.5,1
14089,Sandy Soil,Germination,43,45,30.0,1
14090,Sandy Soil,Germination,44,46,27.5,1
14091,Sandy Soil,Germination,45,25,80.0,1
14092,Sandy Soil,Germination,46,26,77.3,1
14093,Sandy Soil,Germination,47,27,74.6,1
14094,Sandy Soil,Germination,48,28,71.9,1
14095,Sandy Soil,Germination,49,29,69.2,1
14096,Sandy Soil,Germination,50,30,66.5,1
14097,Sandy Soil,Germination,51,31,63.8,1
14098,Sandy Soil,Germination,52,32,61.1,1
14099,Sandy Soil,Germination,53,33,58.4,1
14100,Sandy Soil,Germination,54,34,55.7,1
14101,Sandy Soil,Germination,55,35,53.0,1
14102,Sandy Soil,Germination,56,36,50.3,1
14103,Sandy Soil,Germination,57,37,47.6,1
14104,Sandy Soil,Germination,58,38,44.9,1
14105,Sandy Soil,Germination,59,39,42.2,1
14106,Sandy Soil,Germination,60,40,39.5,1
14107,Sandy Soil,Germination,61,41,36.8,1
14108,Sandy Soil,Germination,62,42,34.1,1
14109,Sandy Soil,Germination,63,43,31.4,1
14110,Sandy Soil,Germination,64,44,28.7,1
14111,Sandy Soil,Germination,65,45,26.0,1
14112,Sandy Soil,Germination,66,46,23.3,1
14113,Sandy Soil,Germination,67,25,80.0,1
14114,Sandy Soil,Germination,68,26,78.0,1
14115,Sandy Soil,Germination,69,27,76.0,1
14127,Sandy Soil,Germination,81,39,52.0,0
14128,Sandy Soil,Germination,82,40,50.0,0
14129,Sandy Soil,Germination,83,41,48.0,0
14130,Sandy Soil,Germination,84,42,46.0,0
14131,Sandy Soil,Germination,85,43,44.0,0
14132,Sandy Soil,Germination,86,44,42.0,0
14133,Sandy Soil,Germination,87,45,40.0,0
14134,Sandy Soil,Germination,88,46,38.0,0
14135,Sandy Soil,Germination,89,25,80.0,0
14136,Sandy Soil,Germination,90,26,78.0,0
14137,Sandy Soil,Germination,91,27,76.0,0
14138,Sandy Soil,Germination,92,28,74.0,0
14139,Sandy Soil,Germination,93,29,72.0,0
14140,Sandy Soil,Germination,94,30,70.0,0
14141,Sandy Soil,Germination,95,31,68.0,0
14142,Sandy Soil,Germination,96,32,66.0,0
14143,Sandy Soil,Germination,97,33,64.0,0
14144,Sandy Soil,Germination,98,34,62.0,0
14145,Sandy Soil,Germination,99,35,60.0,0
14146,Sandy Soil,Germination,100,36,58.0,0
14147,Sandy Soil,Seedling Stage,1,37,56.0,1
14148,Sandy Soil,Seedling Stage,2,38,54.0,1
14149,Sandy Soil,Seedling Stage,3,39,52.0,1
14150,Sandy Soil,Seedling Stage,4,40,50.0,1
14151,Sandy Soil,Seedling Stage,5,41,48.0,1
14152,Sandy Soil,Seedling Stage,6,42,46.0,1
14153,Sandy Soil,Seedling Stage,7,43,44.0,1
14154,Sandy Soil,Seedling Stage,8,44,42.0,1
14155,Sandy Soil,Seedling Stage,9,45,40.0,1
14156,Sandy Soil,Seedling Stage,10,46,38.0,1
14157,Sandy Soil,Seedling Stage,11,25,80.0,1
14158,Sandy Soil,Seedling Stage,12,26,77.0,1
14159,Sandy Soil,Seedling Stage,13,27,74.0,1
14160,Sandy Soil,Seedling Stage,14,28,71.0,1
14161,Sandy Soil,Seedling Stage,15,29,68.0,1
14162,Sandy Soil,Seedling Stage,16,30,65.0,1
14163,Sandy Soil,Seedling Stage,17,31,62.0,1
14164,Sandy Soil,Seedling Stage,18,32,59.0,1
14165,Sandy Soil,Seedling Stage,19,33,56.0,1
14166,Sandy Soil,Seedling Stage,20,34,53.0,1
14167,Sandy Soil,Seedling Stage,21,35,50.0,1
14168,Sandy Soil,Seedling Stage,22,36,47.0,1
14169,Sandy Soil,Seedling Stage,23,37,44.0,1
14170,Sandy Soil,Seedling Stage,24,38,41.0,1
14171,Sandy Soil,Seedling Stage,25,39,38.0,1
14172,Sandy Soil,Seedling Stage,26,40,35.0,1
14173,Sandy Soil,Seedling Stage,27,41,32.0,1
14174,Sandy Soil,Seedling Stage,28,42,29.0,1
14175,Sandy Soil,Seedling Stage,29,43,26.0,1
14176,Sandy Soil,Seedling Stage,30,44,23.0,1
14177,Sandy Soil,Seedling Stage,31,45,20.0,1
14178,Sandy Soil,Seedling Stage,32,46,17.0,1
14179,Sandy Soil,Seedling Stage,33,25,80.0,1
14180,Sandy Soil,Seedling Stage,34,26,77.0,1
14181,Sandy Soil,Seedling Stage,35,27,74.0,1
14182,Sandy Soil,Seedling Stage,36,28,71.0,1
14183,Sandy Soil,Seedling Stage,37,29,68.0,1
14184,Sandy Soil,Seedling Stage,38,30,65.0,1
14185,Sandy Soil,Seedling Stage,39,31,62.0,1
14186,Sandy Soil,Seedling Stage,40,32,59.0,1
14187,Sandy Soil,Seedling Stage,41,33,56.0,1
14188,Sandy Soil,Seedling Stage,42,34,53.0,1
14189,Sandy Soil,Seedling Stage,43,35,50.0,1
14190,Sandy Soil,Seedling Stage,44,36,47.0,1
14191,Sandy Soil,Seedling Stage,45,37,44.0,1
14192,Sandy Soil,Seedling Stage,46,38,41.0,1
14193,Sandy Soil,Seedling Stage,47,39,38.0,1
14194,Sandy Soil,Seedling Stage,48,40,35.0,1
14195,Sandy Soil,Seedling Stage,49,41,32.0,1
14196,Sandy Soil,Seedling Stage,50,42,29.0,1
14197,Sandy Soil,Seedling Stage,51,43,26.0,1
14198,Sandy Soil,Seedling Stage,52,44,23.0,1
14199,Sandy Soil,Seedling Stage,53,45,20.0,1
14200,Sandy Soil,Seedling Stage,54,46,17.0,1
14201,Sandy Soil,Seedling Stage,55,25,80.0,1
14202,Sandy Soil,Seedling Stage,56,26,77.0,1
14203,Sandy Soil,Seedling Stage,57,27,74.0,1
14204,Sandy Soil,Seedling Stage,58,28,71.0,1
14205,Sandy Soil,Seedling Stage,59,29,68.0,1
14206,Sandy Soil,Seedling Stage,60,30,65.0,1
14207,Sandy Soil,Seedling Stage,61,31,62.0,1
14208,Sandy Soil,Seedling Stage,62,32,59.0,1
14209,Sandy Soil,Seedling Stage,63,33,56.0,1
14210,Sandy Soil,Seedling Stage,64,34,53.0,1
14211,Sandy Soil,Seedling Stage,65,35,50.0,1
14212,Sandy Soil,Seedling Stage,66,36,47.0,1
14213,Sandy Soil,Seedling Stage,67,37,44.0,1
14214,Sandy Soil,Seedling Stage,68,38,41.0,1
14215,Sandy Soil,Seedling Stage,69,39,38.0,1
14227,Sandy Soil,Seedling Stage,81,29,69.2,0
14228,Sandy Soil,Seedling Stage,82,30,66.5,0
14229,Sandy Soil,Seedling Stage,83,31,63.8,0
14230,Sandy Soil,Seedling Stage,84,32,61.1,0
14231,Sandy Soil,Seedling Stage,85,33,58.4,0
14232,Sandy Soil,Seedling Stage,86,34,55.7,0
14233,Sandy Soil,Seedling Stage,87,35,53.0,0
14234,Sandy Soil,Seedling Stage,88,36,50.3,0
14235,Sandy Soil,Seedling Stage,89,37,47.6,0
14236,Sandy Soil,Seedling Stage,90,38,44.9,0
14237,Sandy Soil,Seedling Stage,91,39,42.2,0
14238,Sandy Soil,Seedling Stage,92,40,39.5,0
14239,Sandy Soil,Seedling Stage,93,41,36.8,0
14240,Sandy Soil,Seedling Stage,94,42,34.1,0
14241,Sandy Soil,Seedling Stage,95,43,31.4,0
14242,Sandy Soil,Seedling Stage,96,44,28.7,0
14243,Sandy Soil,Seedling Stage,97,45,26.0,0
14244,Sandy Soil,Seedling Stage,98,46,23.3,0
14245,Sandy Soil,Seedling Stage,99,25,80.0,0
14246,Sandy Soil,Seedling Stage,100,26,77.0,0
14247,Sandy Soil,Vegetative Growth / Root or Tuber Development,1,27,74.0,1
14248,Sandy Soil,Vegetative Growth / Root or Tuber Development,2,28,71.0,1
14249,Sandy Soil,Vegetative Growth / Root or Tuber Development,3,29,68.0,1
14250,Sandy Soil,Vegetative Growth / Root or Tuber Development,4,30,65.0,1
14251,Sandy Soil,Vegetative Growth / Root or Tuber Development,5,31,62.0,1
14252,Sandy Soil,Vegetative Growth / Root or Tuber Development,6,32,59.0,1
14253,Sandy Soil,Vegetative Growth / Root or Tuber Development,7,33,56.0,1
14254,Sandy Soil,Vegetative Growth / Root or Tuber Development,8,34,53.0,1
14255,Sandy Soil,Vegetative Growth / Root or Tuber Development,9,35,50.0,1
14256,Sandy Soil,Vegetative Growth / Root or Tuber Development,10,36,47.0,1
14257,Sandy Soil,Vegetative Growth / Root or Tuber Development,11,37,44.0,1
14258,Sandy Soil,Vegetative Growth / Root or Tuber Development,12,38,41.0,1
14259,Sandy Soil,Vegetative Growth / Root or Tuber Development,13,39,38.0,1
14260,Sandy Soil,Vegetative Growth / Root or Tuber Development,14,40,35.0,1
14261,Sandy Soil,Vegetative Growth / Root or Tuber Development,15,41,32.0,1
14262,Sandy Soil,Vegetative Growth / Root or Tuber Development,16,42,29.0,1
14263,Sandy Soil,Vegetative Growth / Root or Tuber Development,17,43,26.0,1
14264,Sandy Soil,Vegetative Growth / Root or Tuber Development,18,44,23.0,1
14265,Sandy Soil,Vegetative Growth / Root or Tuber Development,19,45,20.0,1
14266,Sandy Soil,Vegetative Growth / Root or Tuber Development,20,46,17.0,1
14267,Sandy Soil,Vegetative Growth / Root or Tuber Development,21,25,80.0,1
14268,Sandy Soil,Vegetative Growth / Root or Tuber Development,22,26,77.5,1
14269,Sandy Soil,Vegetative Growth / Root or Tuber Development,23,27,75.0,1
14270,Sandy Soil,Vegetative Growth / Root or Tuber Development,24,28,72.5,1
14271,Sandy Soil,Vegetative Growth / Root or Tuber Development,25,29,70.0,1
14272,Sandy Soil,Vegetative Growth / Root or Tuber Development,26,30,67.5,1
14273,Sandy Soil,Vegetative Growth / Root or Tuber Development,27,31,65.0,1
14274,Sandy Soil,Vegetative Growth / Root or Tuber Development,28,32,62.5,1
14275,Sandy Soil,Vegetative Growth / Root or Tuber Development,29,33,60.0,1
14276,Sandy Soil,Vegetative Growth / Root or Tuber Development,30,34,57.5,1
14277,Sandy Soil,Vegetative Growth / Root or Tuber Development,31,35,55.0,1
14278,Sandy Soil,Vegetative Growth / Root or Tuber Development,32,36,52.5,1
14279,Sandy Soil,Vegetative Growth / Root or Tuber Development,33,37,50.0,1
14280,Sandy Soil,Vegetative Growth / Root or Tuber Development,34,38,47.5,1
14281,Sandy Soil,Vegetative Growth / Root or Tuber Development,35,39,45.0,1
14282,Sandy Soil,Vegetative Growth / Root or Tuber Development,36,40,42.5,1
14283,Sandy Soil,Vegetative Growth / Root or Tuber Development,37,41,40.0,1
14284,Sandy Soil,Vegetative Growth / Root or Tuber Development,38,42,37.5,1
14285,Sandy Soil,Vegetative Growth / Root or Tuber Development,39,43,35.0,1
14286,Sandy Soil,Vegetative Growth / Root or Tuber Development,40,44,32.5,1
14287,Sandy Soil,Vegetative Growth / Root or Tuber Development,41,45,30.0,1
14288,Sandy Soil,Vegetative Growth / Root or Tuber Development,42,46,27.5,1
14289,Sandy Soil,Vegetative Growth / Root or Tuber Development,43,25,80.0,1
14290,Sandy Soil,Vegetative Growth / Root or Tuber Development,44,26,77.3,1
14291,Sandy Soil,Vegetative Growth / Root or Tuber Development,45,27,74.6,1
14292,Sandy Soil,Vegetative Growth / Root or Tuber Development,46,28,71.9,1
14293,Sandy Soil,Vegetative Growth / Root or Tuber Development,47,29,69.2,1
14294,Sandy Soil,Vegetative Growth / Root or Tuber Development,48,30,66.5,1
14295,Sandy Soil,Vegetative Growth / Root or Tuber Development,49,31,63.8,1
14296,Sandy Soil,Vegetative Growth / Root or Tuber Development,50,32,61.1,1
14297,Sandy Soil,Vegetative Growth / Root or Tuber Development,51,33,58.4,1
14298,Sandy Soil,Vegetative Growth / Root or Tuber Development,52,34,55.7,1
14299,Sandy Soil,Vegetative Growth / Root or Tuber Development,53,35,53.0,1
14300,Sandy Soil,Vegetative Growth / Root or Tuber Development,54,36,50.3,1
14301,Sandy Soil,Vegetative Growth / Root or Tuber Development,55,37,47.6,1
14302,Sandy Soil,Vegetative Growth / Root or Tuber Development,56,38,44.9,1
14303,Sandy Soil,Vegetative Growth / Root or Tuber Development,57,39,42.2,1
14304,Sandy Soil,Vegetative Growth / Root or Tuber Development,58,40,39.5,1
14305,Sandy Soil,Vegetative Growth / Root or Tuber Development,59,41,36.8,1
14306,Sandy Soil,Vegetative Growth / Root or Tuber Development,60,42,34.1,1
14307,Sandy Soil,Vegetative Growth / Root or Tuber Development,61,43,31.4,1
14308,Sandy Soil,Vegetative Growth / Root or Tuber Development,62,44,28.7,1
14309,Sandy Soil,Vegetative Growth / Root or Tuber Development,63,45,26.0,1
14310,Sandy Soil,Vegetative Growth / Root or Tuber Development,64,46,23.3,1
14311,Sandy Soil,Vegetative Growth / Root or Tuber Development,65,25,80.0,1
14312,Sandy Soil,Vegetative Growth / Root or Tuber Development,66,26,77.0,1
14313,Sandy Soil,Vegetative Growth / Root or Tuber Development,67,27,74.0,1
14314,Sandy Soil,Vegetative Growth / Root or Tuber Development,68,28,71.0,1
14315,Sandy Soil,Vegetative Growth / Root or Tuber Development,69,29,68.0,1
14316,Sandy Soil,Vegetative Growth / Root or Tuber Development,70,30,65.0,1
14317,Sandy Soil,Vegetative Growth / Root or Tuber Development,71,31,62.0,1
14318,Sandy Soil,Vegetative Growth / Root or Tuber Development,72,32,59.0,1
14319,Sandy Soil,Vegetative Growth / Root or Tuber Development,73,33,56.0,1
14320,Sandy Soil,Vegetative Growth / Root or Tuber Development,74,34,53.0,1
14321,Sandy Soil,Vegetative Growth / Root or Tuber Development,75,35,50.0,1
14322,Sandy Soil,Vegetative Growth / Root or Tuber Development,76,36,47.0,1
14323,Sandy Soil,Vegetative Growth / Root or Tuber Development,77,37,44.0,1
14324,Sandy Soil,Vegetative Growth / Root or Tuber Development,78,38,41.0,1
14325,Sandy Soil,Vegetative Growth / Root or Tuber Development,79,39,38.0,1
14326,Sandy Soil,Vegetative Growth / Root or Tuber Development,80,40,35.0,1
14337,Sandy Soil,Vegetative Growth / Root or Tuber Development,91,29,68.0,0
14338,Sandy Soil,Vegetative Growth / Root or Tuber Development,92,30,65.0,0
14339,Sandy Soil,Vegetative Growth / Root or Tuber Development,93,31,62.0,0
14340,Sandy Soil,Vegetative Growth / Root or Tuber Development,94,32,59.0,0
14341,Sandy Soil,Vegetative Growth / Root or Tuber Development,95,33,56.0,0
14342,Sandy Soil,Vegetative Growth / Root or Tuber Development,96,34,53.0,0
14343,Sandy Soil,Vegetative Growth / Root or Tuber Development,97,35,50.0,0
14344,Sandy Soil,Vegetative Growth / Root or Tuber Development,98,36,47.0,0
14345,Sandy Soil,Vegetative Growth / Root or Tuber Development,99,37,44.0,0
14346,Sandy Soil,Vegetative Growth / Root or Tuber Development,100,38,41.0,0
14347,Sandy Soil,Flowering,1,39,38.0,1
14348,Sandy Soil,Flowering,2,40,35.0,1
14349,Sandy Soil,Flowering,3,41,32.0,1
14350,Sandy Soil,Flowering,4,42,29.0,1
14351,Sandy Soil,Flowering,5,43,26.0,1
14352,Sandy Soil,Flowering,6,44,23.0,1
14353,Sandy Soil,Flowering,7,45,20.0,1
14354,Sandy Soil,Flowering,8,46,17.0,1
14355,Sandy Soil,Flowering,9,25,80.0,1
14356,Sandy Soil,Flowering,10,26,77.0,1
14357,Sandy Soil,Flowering,11,27,74.0,1
14358,Sandy Soil,Flowering,12,28,71.0,1
14359,Sandy Soil,Flowering,13,29,68.0,1
14360,Sandy Soil,Flowering,14,30,65.0,1
14361,Sandy Soil,Flowering,15,31,62.0,1
14362,Sandy Soil,Flowering,16,32,59.0,1
14363,Sandy Soil,Flowering,17,33,56.0,1
14364,Sandy Soil,Flowering,18,34,53.0,1
14365,Sandy Soil,Flowering,19,35,50.0,1
